,date,club,value,squad_s
1632,01/06/2013,Ironi Kiryat Shmona,6400000,28
1633,01/06/2013,Hapoel Jerusalem,0,
1634,01/06/2013,Maccabi Bnei Reineh,0,
1635,01/06/2013,Hapoel Hadera,0,
1636,01/06/2013,Ihud Bnei Sakhnin,5150000,30
1637,01/06/2013,Sekzia Ness Ziona,1050000,23
1638,01/06/2013,Maccabi Petah Tikva,3380000,26
1639,01/06/2013,Bnei Yehuda Tel Aviv,5380000,29
1640,01/06/2013,Hapoel Nof HaGalil,675000,15
1641,01/06/2013,Hapoel Umm al-Fahm,100000,2
1642,01/06/2013,Hapoel Ramat Gan,5430000,32
1643,01/06/2013,Hapoel Rishon leZion,875000,29
1644,01/06/2013,Hapoel Petah Tikva,2930000,34
1645,01/06/2013,Ironi Tiberias,0,
1646,01/06/2013,SC Kfar Qasem,0,
1647,01/06/2013,Hapoel Kfar Saba,725000,17
1648,01/06/2013,Hapoel Acre,5250000,27
1649,01/06/2013,Hapoel Ramat haSharon,2780000,32
1650,01/06/2013,Agudat Sport Ashdod,0,
1651,01/06/2013,Hapoel Afula,75000,3
1652,15/06/2013,Maccabi Haifa,12700000,27
1653,15/06/2013,Maccabi Tel Aviv,16980000,25
1654,15/06/2013,Hapoel Beer Sheva,5830000,31
1655,15/06/2013,Maccabi Netanya,4850000,27
1656,15/06/2013,FC Ashdod,5550000,32
1657,15/06/2013,Beitar Jerusalem,6150000,26
1658,15/06/2013,Hapoel Haifa,5930000,30
1659,15/06/2013,Hapoel Tel Aviv,14530000,26
1660,15/06/2013,Ironi Kiryat Shmona,6400000,28
1661,15/06/2013,Hapoel Jerusalem,0,
1662,15/06/2013,Maccabi Bnei Reineh,0,
1663,15/06/2013,Hapoel Hadera,0,
1664,15/06/2013,Ihud Bnei Sakhnin,5150000,30
1665,15/06/2013,Sekzia Ness Ziona,1050000,23
1666,15/06/2013,Maccabi Petah Tikva,3380000,26
1667,15/06/2013,Bnei Yehuda Tel Aviv,5380000,29
1668,15/06/2013,Hapoel Nof HaGalil,675000,15
1669,15/06/2013,Hapoel Umm al-Fahm,100000,2
1670,15/06/2013,Hapoel Ramat Gan,5430000,32
1671,15/06/2013,Hapoel Rishon leZion,875000,29
1672,15/06/2013,Hapoel Petah Tikva,2880000,33
1673,15/06/2013,Ironi Tiberias,0,
1674,15/06/2013,SC Kfar Qasem,0,
1675,15/06/2013,Hapoel Kfar Saba,725000,17
1676,15/06/2013,Hapoel Acre,5250000,27
1677,15/06/2013,Hapoel Ramat haSharon,2780000,32
1678,15/06/2013,Agudat Sport Ashdod,0,
1679,15/06/2013,Hapoel Afula,75000,3
1680,01/07/2013,Maccabi Haifa,14150000,28
1681,01/07/2013,Maccabi Tel Aviv,15130000,26
1682,01/07/2013,Hapoel Beer Sheva,5480000,30
1683,01/07/2013,Maccabi Netanya,4430000,26
1684,01/07/2013,FC Ashdod,5530000,32
1685,01/07/2013,Beitar Jerusalem,5230000,23
1686,01/07/2013,Hapoel Haifa,6580000,32
1687,01/07/2013,Hapoel Tel Aviv,13030000,25
1688,01/07/2013,Ironi Kiryat Shmona,7330000,30
1689,01/07/2013,Hapoel Jerusalem,0,
1690,01/07/2013,Maccabi Bnei Reineh,0,
1691,01/07/2013,Hapoel Hadera,0,
1692,01/07/2013,Ihud Bnei Sakhnin,5550000,30
1693,01/07/2013,Sekzia Ness Ziona,1050000,23
1694,01/07/2013,Maccabi Petah Tikva,3880000,28
1695,01/07/2013,Bnei Yehuda Tel Aviv,4630000,28
1696,01/07/2013,Hapoel Nof HaGalil,525000,14
1697,01/07/2013,Hapoel Umm al-Fahm,100000,2
1698,01/07/2013,Hapoel Ramat Gan,5080000,30
1699,01/07/2013,Hapoel Rishon leZion,875000,29
1700,01/07/2013,Hapoel Petah Tikva,3280000,35
1701,01/07/2013,Ironi Tiberias,0,
1702,01/07/2013,SC Kfar Qasem,0,
1703,01/07/2013,Hapoel Kfar Saba,725000,17
1704,01/07/2013,Hapoel Acre,3550000,23
1705,01/07/2013,Hapoel Ramat haSharon,2830000,29
1706,01/07/2013,Agudat Sport Ashdod,0,
1707,01/07/2013,Hapoel Afula,75000,5
1708,15/07/2013,Maccabi Haifa,14900000,28
1709,15/07/2013,Maccabi Tel Aviv,13030000,24
1710,15/07/2013,Hapoel Beer Sheva,6480000,32
1711,15/07/2013,Maccabi Netanya,4580000,27
1712,15/07/2013,FC Ashdod,5930000,34
1713,15/07/2013,Beitar Jerusalem,4480000,21
1714,15/07/2013,Hapoel Haifa,6830000,33
1715,15/07/2013,Hapoel Tel Aviv,13080000,25
1716,15/07/2013,Ironi Kiryat Shmona,6900000,29
1717,15/07/2013,Hapoel Jerusalem,0,
1718,15/07/2013,Maccabi Bnei Reineh,0,
1719,15/07/2013,Hapoel Hadera,0,
1720,15/07/2013,Ihud Bnei Sakhnin,5100000,28
1721,15/07/2013,Sekzia Ness Ziona,1050000,23
1722,15/07/2013,Maccabi Petah Tikva,3880000,28
1723,15/07/2013,Bnei Yehuda Tel Aviv,4380000,27
1724,15/07/2013,Hapoel Nof HaGalil,525000,13
1725,15/07/2013,Hapoel Umm al-Fahm,100000,2
1726,15/07/2013,Hapoel Ramat Gan,5080000,29
1727,15/07/2013,Hapoel Rishon leZion,775000,28
1728,15/07/2013,Hapoel Petah Tikva,3430000,35
1729,15/07/2013,Ironi Tiberias,0,
1730,15/07/2013,SC Kfar Qasem,0,
1731,15/07/2013,Hapoel Kfar Saba,725000,17
1732,15/07/2013,Hapoel Acre,3550000,23
1733,15/07/2013,Hapoel Ramat haSharon,2850000,31
1734,15/07/2013,Agudat Sport Ashdod,0,
1735,15/07/2013,Hapoel Afula,75000,5
1736,01/08/2013,Maccabi Haifa,14100000,26
1737,01/08/2013,Maccabi Tel Aviv,13630000,25
1738,01/08/2013,Hapoel Beer Sheva,6780000,31
1739,01/08/2013,Maccabi Netanya,4080000,25
1740,01/08/2013,FC Ashdod,5730000,33
1741,01/08/2013,Beitar Jerusalem,4430000,21
1742,01/08/2013,Hapoel Haifa,6480000,32
1743,01/08/2013,Hapoel Tel Aviv,13130000,29
1744,01/08/2013,Ironi Kiryat Shmona,6300000,28
1745,01/08/2013,Hapoel Jerusalem,0,
1746,01/08/2013,Maccabi Bnei Reineh,0,
1747,01/08/2013,Hapoel Hadera,0,
1748,01/08/2013,Ihud Bnei Sakhnin,4400000,28
1749,01/08/2013,Sekzia Ness Ziona,1050000,23
1750,01/08/2013,Maccabi Petah Tikva,3630000,27
1751,01/08/2013,Bnei Yehuda Tel Aviv,4680000,29
1752,01/08/2013,Hapoel Nof HaGalil,525000,13
1753,01/08/2013,Hapoel Umm al-Fahm,100000,2
1754,01/08/2013,Hapoel Ramat Gan,3330000,24
1755,01/08/2013,Hapoel Rishon leZion,775000,28
1756,01/08/2013,Hapoel Petah Tikva,3430000,34
1757,01/08/2013,Ironi Tiberias,0,
1758,01/08/2013,SC Kfar Qasem,0,
1759,01/08/2013,Hapoel Kfar Saba,725000,17
1760,01/08/2013,Hapoel Acre,3850000,25
1761,01/08/2013,Hapoel Ramat haSharon,3600000,33
1762,01/08/2013,Agudat Sport Ashdod,0,
1763,01/08/2013,Hapoel Afula,75000,5
1764,01/08/2013,Hapoel Raanana,5450000,24
1765,15/08/2013,Maccabi Haifa,14400000,27
1766,15/08/2013,Maccabi Tel Aviv,14130000,27
1767,15/08/2013,Hapoel Beer Sheva,6130000,30
1768,15/08/2013,Maccabi Netanya,3580000,24
1769,15/08/2013,FC Ashdod,5730000,33
1770,15/08/2013,Beitar Jerusalem,5130000,22
1771,15/08/2013,Hapoel Haifa,6180000,31
1772,15/08/2013,Hapoel Tel Aviv,13130000,29
1773,15/08/2013,Ironi Kiryat Shmona,6300000,28
1774,15/08/2013,Hapoel Jerusalem,0,
1775,15/08/2013,Maccabi Bnei Reineh,0,
1776,15/08/2013,Hapoel Hadera,0,
1777,15/08/2013,Ihud Bnei Sakhnin,5400000,29
1778,15/08/2013,Sekzia Ness Ziona,1050000,23
1779,15/08/2013,Maccabi Petah Tikva,3630000,27
1780,15/08/2013,Bnei Yehuda Tel Aviv,5380000,30
1781,15/08/2013,Hapoel Nof HaGalil,525000,13
1782,15/08/2013,Hapoel Umm al-Fahm,100000,2
1783,15/08/2013,Hapoel Ramat Gan,4500000,38
1784,15/08/2013,Hapoel Rishon leZion,775000,28
1785,15/08/2013,Hapoel Petah Tikva,3100000,32
1786,15/08/2013,Ironi Tiberias,0,
1787,15/08/2013,SC Kfar Qasem,0,
1788,15/08/2013,Hapoel Kfar Saba,575000,15
1789,15/08/2013,Hapoel Acre,3850000,25
1790,15/08/2013,Hapoel Ramat haSharon,3600000,34
1791,15/08/2013,Agudat Sport Ashdod,0,
1792,15/08/2013,Hapoel Afula,75000,5
1793,15/08/2013,Hapoel Raanana,5450000,24
1794,30/08/2013,Hapoel Raanana,5450000,24
1795,01/09/2013,Maccabi Haifa,13950000,26
1796,01/09/2013,Maccabi Tel Aviv,15280000,27
1797,01/09/2013,Hapoel Beer Sheva,7030000,33
1798,01/09/2013,Maccabi Netanya,3780000,25
1799,01/09/2013,FC Ashdod,5080000,31
1800,01/09/2013,Beitar Jerusalem,5830000,22
1801,01/09/2013,Hapoel Haifa,5850000,30
1802,01/09/2013,Hapoel Tel Aviv,10550000,24
1803,01/09/2013,Ironi Kiryat Shmona,5880000,23
1804,01/09/2013,Hapoel Jerusalem,0,
1805,01/09/2013,Maccabi Bnei Reineh,0,
1806,01/09/2013,Hapoel Hadera,0,
1807,01/09/2013,Ihud Bnei Sakhnin,5900000,29
1808,01/09/2013,Sekzia Ness Ziona,1050000,22
1809,01/09/2013,Maccabi Petah Tikva,4230000,28
1810,01/09/2013,Bnei Yehuda Tel Aviv,4680000,29
1811,01/09/2013,Hapoel Nof HaGalil,425000,12
1812,01/09/2013,Hapoel Umm al-Fahm,100000,2
1813,01/09/2013,Hapoel Ramat Gan,4500000,37
1814,01/09/2013,Hapoel Rishon leZion,1050000,28
1815,01/09/2013,Hapoel Petah Tikva,3100000,32
1816,01/09/2013,Ironi Tiberias,0,
1817,01/09/2013,SC Kfar Qasem,0,
1818,01/09/2013,Hapoel Kfar Saba,575000,15
1819,01/09/2013,Hapoel Acre,3950000,26
1820,01/09/2013,Hapoel Ramat haSharon,3230000,33
1821,01/09/2013,Agudat Sport Ashdod,0,
1822,01/09/2013,Hapoel Afula,75000,5
1823,01/09/2013,Hapoel Raanana,5450000,24
1824,15/09/2013,Maccabi Haifa,14250000,27
1825,15/09/2013,Maccabi Tel Aviv,15280000,27
1826,15/09/2013,Hapoel Beer Sheva,7030000,33
1827,15/09/2013,Maccabi Netanya,3650000,25
1828,15/09/2013,FC Ashdod,5080000,31
1829,15/09/2013,Beitar Jerusalem,5950000,25
1830,15/09/2013,Hapoel Haifa,5350000,30
1831,15/09/2013,Hapoel Tel Aviv,10550000,24
1832,15/09/2013,Ironi Kiryat Shmona,5880000,24
1833,15/09/2013,Hapoel Jerusalem,0,
1834,15/09/2013,Maccabi Bnei Reineh,0,
1835,15/09/2013,Hapoel Hadera,0,
1836,15/09/2013,Ihud Bnei Sakhnin,6300000,31
1837,15/09/2013,Sekzia Ness Ziona,1050000,22
1838,15/09/2013,Maccabi Petah Tikva,5180000,34
1839,15/09/2013,Bnei Yehuda Tel Aviv,5080000,30
1840,15/09/2013,Hapoel Nof HaGalil,425000,12
1841,15/09/2013,Hapoel Umm al-Fahm,100000,2
1842,15/09/2013,Hapoel Ramat Gan,3850000,35
1843,15/09/2013,Hapoel Rishon leZion,1000000,27
1844,15/09/2013,Hapoel Petah Tikva,3100000,32
1845,15/09/2013,Ironi Tiberias,0,
1846,15/09/2013,SC Kfar Qasem,0,
1847,15/09/2013,Hapoel Kfar Saba,575000,15
1848,15/09/2013,Hapoel Acre,3800000,28
1849,15/09/2013,Hapoel Ramat haSharon,3900000,34
1850,15/09/2013,Agudat Sport Ashdod,0,
1851,15/09/2013,Hapoel Afula,125000,5
1852,15/09/2013,Hapoel Raanana,5450000,24
1853,30/09/2013,Hapoel Raanana,5450000,24
1854,01/10/2013,Maccabi Haifa,13800000,26
1855,01/10/2013,Maccabi Tel Aviv,14830000,26
1856,01/10/2013,Hapoel Beer Sheva,8080000,32
1857,01/10/2013,Maccabi Netanya,3480000,24
1858,01/10/2013,FC Ashdod,5130000,32
1859,01/10/2013,Beitar Jerusalem,7700000,27
1860,01/10/2013,Hapoel Haifa,5800000,31
1861,01/10/2013,Hapoel Tel Aviv,11550000,25
1862,01/10/2013,Ironi Kiryat Shmona,5780000,23
1863,01/10/2013,Hapoel Jerusalem,0,
1864,01/10/2013,Maccabi Bnei Reineh,0,
1865,01/10/2013,Hapoel Hadera,0,
1866,01/10/2013,Ihud Bnei Sakhnin,7500000,33
1867,01/10/2013,Sekzia Ness Ziona,1050000,22
1868,01/10/2013,Maccabi Petah Tikva,5780000,36
1869,01/10/2013,Bnei Yehuda Tel Aviv,5080000,31
1870,01/10/2013,Hapoel Nof HaGalil,425000,11
1871,01/10/2013,Hapoel Umm al-Fahm,100000,2
1872,01/10/2013,Hapoel Ramat Gan,3850000,35
1873,01/10/2013,Hapoel Rishon leZion,1000000,27
1874,01/10/2013,Hapoel Petah Tikva,3100000,32
1875,01/10/2013,Ironi Tiberias,0,
1876,01/10/2013,SC Kfar Qasem,0,
1877,01/10/2013,Hapoel Kfar Saba,575000,15
1878,01/10/2013,Hapoel Acre,6050000,32
1879,01/10/2013,Hapoel Ramat haSharon,4080000,35
1880,01/10/2013,Agudat Sport Ashdod,0,
1881,01/10/2013,Hapoel Afula,125000,5
1882,01/10/2013,Hapoel Raanana,5450000,24
1883,15/10/2013,Maccabi Haifa,13800000,26
1884,15/10/2013,Maccabi Tel Aviv,14830000,26
1885,15/10/2013,Hapoel Beer Sheva,8080000,33
1886,15/10/2013,Maccabi Netanya,3480000,24
1887,15/10/2013,FC Ashdod,5130000,32
1888,15/10/2013,Beitar Jerusalem,7800000,30
1889,15/10/2013,Hapoel Haifa,5800000,31
1890,15/10/2013,Hapoel Tel Aviv,11650000,26
1891,15/10/2013,Ironi Kiryat Shmona,5780000,23
1892,15/10/2013,Hapoel Jerusalem,0,
1893,15/10/2013,Maccabi Bnei Reineh,0,
1894,15/10/2013,Hapoel Hadera,0,
1895,15/10/2013,Ihud Bnei Sakhnin,7500000,33
1896,15/10/2013,Sekzia Ness Ziona,1050000,22
1897,15/10/2013,Maccabi Petah Tikva,6280000,37
1898,15/10/2013,Bnei Yehuda Tel Aviv,5080000,31
1899,15/10/2013,Hapoel Nof HaGalil,425000,11
1900,15/10/2013,Hapoel Umm al-Fahm,100000,2
1901,15/10/2013,Hapoel Ramat Gan,3850000,35
1902,15/10/2013,Hapoel Rishon leZion,1000000,27
1903,15/10/2013,Hapoel Petah Tikva,3100000,32
1904,15/10/2013,Ironi Tiberias,0,
1905,15/10/2013,SC Kfar Qasem,0,
1906,15/10/2013,Hapoel Kfar Saba,575000,15
1907,15/10/2013,Hapoel Acre,6050000,32
1908,15/10/2013,Hapoel Ramat haSharon,4080000,35
1909,15/10/2013,Agudat Sport Ashdod,0,
1910,15/10/2013,Hapoel Afula,125000,5
1911,15/10/2013,Hapoel Raanana,5450000,24
1912,30/10/2013,Hapoel Raanana,5450000,24
1913,01/11/2013,Maccabi Haifa,13800000,26
1914,01/11/2013,Maccabi Tel Aviv,14830000,26
1915,01/11/2013,Hapoel Beer Sheva,8080000,34
1916,01/11/2013,Maccabi Netanya,3480000,24
1917,01/11/2013,FC Ashdod,5130000,32
1918,01/11/2013,Beitar Jerusalem,7800000,31
1919,01/11/2013,Hapoel Haifa,5750000,30
1920,01/11/2013,Hapoel Tel Aviv,11650000,29
1921,01/11/2013,Ironi Kiryat Shmona,6230000,24
1922,01/11/2013,Hapoel Jerusalem,0,
1923,01/11/2013,Maccabi Bnei Reineh,0,
1924,01/11/2013,Hapoel Hadera,0,
1925,01/11/2013,Ihud Bnei Sakhnin,7500000,33
1926,01/11/2013,Sekzia Ness Ziona,1050000,22
1927,01/11/2013,Maccabi Petah Tikva,6280000,38
1928,01/11/2013,Bnei Yehuda Tel Aviv,5080000,31
1929,01/11/2013,Hapoel Nof HaGalil,425000,11
1930,01/11/2013,Hapoel Umm al-Fahm,100000,2
1931,01/11/2013,Hapoel Ramat Gan,3850000,35
1932,01/11/2013,Hapoel Rishon leZion,1000000,27
1933,01/11/2013,Hapoel Petah Tikva,3100000,32
1934,01/11/2013,Ironi Tiberias,0,
1935,01/11/2013,SC Kfar Qasem,0,
1936,01/11/2013,Hapoel Kfar Saba,575000,15
1937,01/11/2013,Hapoel Acre,6050000,32
1938,01/11/2013,Hapoel Ramat haSharon,4080000,35
1939,01/11/2013,Agudat Sport Ashdod,0,
1940,01/11/2013,Hapoel Afula,125000,5
1941,01/11/2013,Hapoel Raanana,5450000,24
1942,15/11/2013,Maccabi Haifa,13800000,26
1943,15/11/2013,Maccabi Tel Aviv,14830000,26
1944,15/11/2013,Hapoel Beer Sheva,8080000,34
1945,15/11/2013,Maccabi Netanya,3480000,24
1946,15/11/2013,FC Ashdod,5130000,32
1947,15/11/2013,Beitar Jerusalem,7800000,31
1948,15/11/2013,Hapoel Haifa,5750000,30
1949,15/11/2013,Hapoel Tel Aviv,11650000,29
1950,15/11/2013,Ironi Kiryat Shmona,6230000,24
1951,15/11/2013,Hapoel Jerusalem,0,
1952,15/11/2013,Maccabi Bnei Reineh,0,
1953,15/11/2013,Hapoel Hadera,0,
1954,15/11/2013,Ihud Bnei Sakhnin,7500000,34
1955,15/11/2013,Sekzia Ness Ziona,1050000,22
1956,15/11/2013,Maccabi Petah Tikva,6280000,38
1957,15/11/2013,Bnei Yehuda Tel Aviv,5080000,31
1958,15/11/2013,Hapoel Nof HaGalil,425000,11
1959,15/11/2013,Hapoel Umm al-Fahm,100000,2
1960,15/11/2013,Hapoel Ramat Gan,3850000,35
1961,15/11/2013,Hapoel Rishon leZion,1000000,27
1962,15/11/2013,Hapoel Petah Tikva,3230000,33
1963,15/11/2013,Ironi Tiberias,0,
1964,15/11/2013,SC Kfar Qasem,0,
1965,15/11/2013,Hapoel Kfar Saba,575000,15
1966,15/11/2013,Hapoel Acre,6050000,32
1967,15/11/2013,Hapoel Ramat haSharon,4080000,35
1968,15/11/2013,Agudat Sport Ashdod,0,
1969,15/11/2013,Hapoel Afula,125000,5
1970,15/11/2013,Hapoel Raanana,5450000,24
1971,30/11/2013,Hapoel Raanana,5450000,24
1972,01/12/2013,Maccabi Haifa,13800000,26
1973,01/12/2013,Maccabi Tel Aviv,14830000,26
1974,01/12/2013,Hapoel Beer Sheva,8080000,34
1975,01/12/2013,Maccabi Netanya,3480000,24
1976,01/12/2013,FC Ashdod,5130000,32
1977,01/12/2013,Beitar Jerusalem,7800000,31
1978,01/12/2013,Hapoel Haifa,5750000,30
1979,01/12/2013,Hapoel Tel Aviv,11650000,29
1980,01/12/2013,Ironi Kiryat Shmona,6230000,24
1981,01/12/2013,Hapoel Jerusalem,0,
1982,01/12/2013,Maccabi Bnei Reineh,0,
1983,01/12/2013,Hapoel Hadera,0,
1984,01/12/2013,Ihud Bnei Sakhnin,7500000,34
1985,01/12/2013,Sekzia Ness Ziona,1050000,22
1986,01/12/2013,Maccabi Petah Tikva,6280000,38
1987,01/12/2013,Bnei Yehuda Tel Aviv,5080000,31
1988,01/12/2013,Hapoel Nof HaGalil,425000,11
1989,01/12/2013,Hapoel Umm al-Fahm,100000,2
1990,01/12/2013,Hapoel Ramat Gan,3850000,35
1991,01/12/2013,Hapoel Rishon leZion,1000000,27
1992,01/12/2013,Hapoel Petah Tikva,3230000,33
1993,01/12/2013,Ironi Tiberias,0,
1994,01/12/2013,SC Kfar Qasem,0,
1995,01/12/2013,Hapoel Kfar Saba,575000,15
1996,01/12/2013,Hapoel Acre,6050000,32
1997,01/12/2013,Hapoel Ramat haSharon,4080000,35
1998,01/12/2013,Agudat Sport Ashdod,0,
1999,01/12/2013,Hapoel Afula,125000,5
2000,01/12/2013,Hapoel Raanana,5450000,24
2001,15/12/2013,Maccabi Haifa,13800000,26
2002,15/12/2013,Maccabi Tel Aviv,14830000,26
2003,15/12/2013,Hapoel Beer Sheva,8050000,33
2004,15/12/2013,Maccabi Netanya,3480000,24
2005,15/12/2013,FC Ashdod,5130000,32
2006,15/12/2013,Beitar Jerusalem,7800000,31
2007,15/12/2013,Hapoel Haifa,5750000,30
2008,15/12/2013,Hapoel Tel Aviv,11650000,29
2009,15/12/2013,Ironi Kiryat Shmona,6230000,24
2010,15/12/2013,Hapoel Jerusalem,0,
2011,15/12/2013,Maccabi Bnei Reineh,0,
2012,15/12/2013,Hapoel Hadera,0,
2013,15/12/2013,Ihud Bnei Sakhnin,7500000,34
2014,15/12/2013,Sekzia Ness Ziona,1050000,22
2015,15/12/2013,Maccabi Petah Tikva,6280000,38
2016,15/12/2013,Bnei Yehuda Tel Aviv,5080000,32
2017,15/12/2013,Hapoel Nof HaGalil,425000,11
2018,15/12/2013,Hapoel Umm al-Fahm,100000,2
2019,15/12/2013,Hapoel Ramat Gan,3850000,35
2020,15/12/2013,Hapoel Rishon leZion,1000000,27
2021,15/12/2013,Hapoel Petah Tikva,3230000,33
2022,15/12/2013,Ironi Tiberias,0,
2023,15/12/2013,SC Kfar Qasem,0,
2024,15/12/2013,Hapoel Kfar Saba,575000,15
2025,15/12/2013,Hapoel Acre,6050000,32
2026,15/12/2013,Hapoel Ramat haSharon,4080000,35
2027,15/12/2013,Agudat Sport Ashdod,0,
2028,15/12/2013,Hapoel Afula,125000,5
2029,15/12/2013,Hapoel Raanana,5450000,24
2030,30/12/2013,Hapoel Raanana,5450000,24
2031,01/01/2014,Maccabi Haifa,13800000,26
2032,01/01/2014,Maccabi Tel Aviv,13100000,27
2033,01/01/2014,Hapoel Beer Sheva,8050000,33
2034,01/01/2014,Maccabi Netanya,3530000,25
2035,01/01/2014,FC Ashdod,5130000,32
2036,01/01/2014,Beitar Jerusalem,8200000,31
2037,01/01/2014,Hapoel Haifa,5750000,30
2038,01/01/2014,Hapoel Tel Aviv,11650000,29
2039,01/01/2014,Ironi Kiryat Shmona,6230000,24
2040,01/01/2014,Hapoel Jerusalem,0,
2041,01/01/2014,Maccabi Bnei Reineh,0,
2042,01/01/2014,Hapoel Hadera,0,
2043,01/01/2014,Ihud Bnei Sakhnin,7500000,34
2044,01/01/2014,Sekzia Ness Ziona,1050000,22
2045,01/01/2014,Maccabi Petah Tikva,6280000,39
2046,01/01/2014,Bnei Yehuda Tel Aviv,5600000,33
2047,01/01/2014,Hapoel Nof HaGalil,425000,11
2048,01/01/2014,Hapoel Umm al-Fahm,100000,2
2049,01/01/2014,Hapoel Ramat Gan,3850000,35
2050,01/01/2014,Hapoel Rishon leZion,1000000,27
2051,01/01/2014,Hapoel Petah Tikva,2980000,32
2052,01/01/2014,Ironi Tiberias,0,
2053,01/01/2014,SC Kfar Qasem,0,
2054,01/01/2014,Hapoel Kfar Saba,575000,15
2055,01/01/2014,Hapoel Acre,6050000,32
2056,01/01/2014,Hapoel Ramat haSharon,4080000,36
2057,01/01/2014,Agudat Sport Ashdod,0,
2058,01/01/2014,Hapoel Afula,125000,5
2059,01/01/2014,Hapoel Raanana,5450000,24
2060,15/01/2014,Maccabi Haifa,13880000,27
2061,15/01/2014,Maccabi Tel Aviv,12780000,24
2062,15/01/2014,Hapoel Beer Sheva,8050000,33
2063,15/01/2014,Maccabi Netanya,3780000,26
2064,15/01/2014,FC Ashdod,5130000,32
2065,15/01/2014,Beitar Jerusalem,8200000,31
2066,15/01/2014,Hapoel Haifa,5750000,31
2067,15/01/2014,Hapoel Tel Aviv,11650000,29
2068,15/01/2014,Ironi Kiryat Shmona,5030000,26
2069,15/01/2014,Hapoel Jerusalem,0,
2070,15/01/2014,Maccabi Bnei Reineh,0,
2071,15/01/2014,Hapoel Hadera,0,
2072,15/01/2014,Ihud Bnei Sakhnin,6500000,33
2073,15/01/2014,Sekzia Ness Ziona,1050000,22
2074,15/01/2014,Maccabi Petah Tikva,6580000,41
2075,15/01/2014,Bnei Yehuda Tel Aviv,6530000,37
2076,15/01/2014,Hapoel Nof HaGalil,425000,11
2077,15/01/2014,Hapoel Umm al-Fahm,100000,2
2078,15/01/2014,Hapoel Ramat Gan,3850000,35
2079,15/01/2014,Hapoel Rishon leZion,1000000,27
2080,15/01/2014,Hapoel Petah Tikva,2980000,32
2081,15/01/2014,Ironi Tiberias,0,
2082,15/01/2014,SC Kfar Qasem,0,
2083,15/01/2014,Hapoel Kfar Saba,575000,15
2084,15/01/2014,Hapoel Acre,6300000,34
2085,15/01/2014,Hapoel Ramat haSharon,3680000,36
2086,15/01/2014,Agudat Sport Ashdod,0,
2087,15/01/2014,Hapoel Afula,125000,5
2088,15/01/2014,Hapoel Raanana,5450000,24
2089,30/01/2014,Hapoel Raanana,5450000,24
2090,01/02/2014,Maccabi Haifa,14330000,26
2091,01/02/2014,Maccabi Tel Aviv,12130000,22
2092,01/02/2014,Hapoel Beer Sheva,8050000,33
2093,01/02/2014,Maccabi Netanya,3780000,26
2094,01/02/2014,FC Ashdod,5130000,32
2095,01/02/2014,Beitar Jerusalem,8480000,33
2096,01/02/2014,Hapoel Haifa,5350000,30
2097,01/02/2014,Hapoel Tel Aviv,11650000,29
2098,01/02/2014,Ironi Kiryat Shmona,5630000,27
2099,01/02/2014,Hapoel Jerusalem,0,
2100,01/02/2014,Maccabi Bnei Reineh,0,
2101,01/02/2014,Hapoel Hadera,0,
2102,01/02/2014,Ihud Bnei Sakhnin,6450000,32
2103,01/02/2014,Sekzia Ness Ziona,850000,21
2104,01/02/2014,Maccabi Petah Tikva,6880000,41
2105,01/02/2014,Bnei Yehuda Tel Aviv,6730000,36
2106,01/02/2014,Hapoel Nof HaGalil,425000,11
2107,01/02/2014,Hapoel Umm al-Fahm,100000,2
2108,01/02/2014,Hapoel Ramat Gan,3450000,34
2109,01/02/2014,Hapoel Rishon leZion,1000000,27
2110,01/02/2014,Hapoel Petah Tikva,2980000,32
2111,01/02/2014,Ironi Tiberias,0,
2112,01/02/2014,SC Kfar Qasem,0,
2113,01/02/2014,Hapoel Kfar Saba,575000,15
2114,01/02/2014,Hapoel Acre,6050000,33
2115,01/02/2014,Hapoel Ramat haSharon,3080000,35
2116,01/02/2014,Agudat Sport Ashdod,0,
2117,01/02/2014,Hapoel Afula,125000,5
2118,01/02/2014,Hapoel Raanana,5450000,24
2119,15/02/2014,Maccabi Haifa,13730000,25
2120,15/02/2014,Maccabi Tel Aviv,13150000,21
2121,15/02/2014,Hapoel Beer Sheva,9700000,31
2122,15/02/2014,Maccabi Netanya,3280000,25
2123,15/02/2014,FC Ashdod,5280000,33
2124,15/02/2014,Beitar Jerusalem,7480000,32
2125,15/02/2014,Hapoel Haifa,5550000,31
2126,15/02/2014,Hapoel Tel Aviv,10180000,29
2127,15/02/2014,Ironi Kiryat Shmona,4830000,25
2128,15/02/2014,Hapoel Jerusalem,650000,19
2129,15/02/2014,Maccabi Bnei Reineh,0,
2130,15/02/2014,Hapoel Hadera,0,
2131,15/02/2014,Ihud Bnei Sakhnin,8000000,35
2132,15/02/2014,Sekzia Ness Ziona,850000,19
2133,15/02/2014,Maccabi Petah Tikva,6350000,41
2134,15/02/2014,Bnei Yehuda Tel Aviv,6730000,36
2135,15/02/2014,Hapoel Nof HaGalil,1030000,48
2136,15/02/2014,Hapoel Umm al-Fahm,300000,3
2137,15/02/2014,Hapoel Ramat Gan,3200000,31
2138,15/02/2014,Hapoel Rishon leZion,1080000,27
2139,15/02/2014,Hapoel Petah Tikva,2280000,28
2140,15/02/2014,Ironi Tiberias,0,
2141,15/02/2014,SC Kfar Qasem,0,
